Timestamp,Speed,DistanceFromCenter,TrackAngle,TrackDistance,WorldPosition,WorldRotation,Throttle,Brakes,Steering,Gear
1731746357.5143476;0.5017531;-3.879285;-0.698855937;2005.28149;{'X': -8.47229, 'Y': -0.0539236069, 'Z': 3.92312622};{'X': 359.975128, 'Y': 0.13924408, 'Z': -8.770689e-05};6;0;42;1
1731746357.5316286;0.108178608;-3.87930036;-0.6966124;2005.28162;{'X': -8.472145, 'Y': -0.0539236069, 'Z': 3.92314148};{'X': 359.975128, 'Y': 0.142044067, 'Z': -6.614328e-05};9;0;42;1
1731746357.5477514;0.394541174;-3.87925458;-0.701929152;2005.28186;{'X': -8.471886, 'Y': -0.0539236069, 'Z': 3.92308044};{'X': 359.975128, 'Y': 0.13508606, 'Z': -6.35811157e-05};11;0;42;1
1731746357.5628703;0.171220049;-3.87919378;-0.697735131;2005.28247;{'X': -8.47126, 'Y': -0.05392337, 'Z': 3.92301941};{'X': 359.975128, 'Y': 0.140777588, 'Z': -7.386226e-05};7;0;42;1
1731746357.5799878;0.428112864;-3.87911749;-0.6974546;2005.28308;{'X': -8.470684, 'Y': -0.05392325, 'Z': 3.92292786};{'X': 359.975128, 'Y': 0.141410828, 'Z': -6.087723e-05};11;0;42;1
1731746357.596241;0.101105459;-3.87891936;-0.693797767;2005.2843;{'X': -8.469421, 'Y': -0.05392289, 'Z': 3.92271423};{'X': 359.975159, 'Y': 0.146118164, 'Z': -9.160141e-05};8;0;42;1
1731746357.6134264;0.101105459;-3.87891936;-0.693797767;2005.2843;{'X': -8.469421, 'Y': -0.05392289, 'Z': 3.92271423};{'X': 359.975159, 'Y': 0.146118164, 'Z': -9.160141e-05};11;0;42;1
1731746357.6311157;-0.0992127061;-3.878767;-0.6889865;2005.28528;{'X': -8.468464, 'Y': -0.0539227724, 'Z': 3.92254639};{'X': 359.975159, 'Y': 0.1528244, 'Z': -8.70173753e-05};9;0;42;1
1731746357.6472998;-0.022622047;-3.87855363;-0.686995566;2005.28625;{'X': -8.467449, 'Y': -0.0539224148, 'Z': 3.9223175};{'X': 359.975159, 'Y': 0.155296326, 'Z': -0.000107326188};10;0;42;1
1731746357.666228;-0.09230918;-3.87834;-0.6772422;2005.2876;{'X': -8.466179, 'Y': -0.0539220572, 'Z': 3.92208862};{'X': 359.975159, 'Y': 0.168983459, 'Z': -0.00012205878};9;0;42;1
1731746357.681795;-0.619373;-3.877959;-0.669980049;2005.28955;{'X': -8.464161, 'Y': -0.05392158, 'Z': 3.92167664};{'X': 359.9752, 'Y': 0.179405212, 'Z': -0.000167903228};10;0;42;1
1731746357.6971204;0.181081548;-3.87766933;-0.6658786;2005.29126;{'X': -8.462498, 'Y': -0.0539209843, 'Z': 3.92137146};{'X': 359.9752, 'Y': 0.18522644, 'Z': -0.00016387619};13;0;42;1
1731746357.7134287;0.181081548;-3.87766933;-0.6658786;2005.29126;{'X': -8.462498, 'Y': -0.0539209843, 'Z': 3.92137146};{'X': 359.9752, 'Y': 0.18522644, 'Z': -0.00016387619};5;0;42;1
